Campaign_ID,Campaign_Name,Campaign_Type,Marketing_Channel,Campaign_Start_Date,Campaign_End_Date,Customer_ID,Customer_Name,Age,Gender,City,State,Country,Customer_Segment,Product_Category,Product_Name,Impressions,Clicks,Leads,Conversions,Engagements,Ad_Spend,Revenue,Profit,Bounce_Rate,Session_Duration,Purchase_Amount,Device_Type,Payment_Method,Campaign_Status,Customer_Feedback,Customer_Rating,Purchase_Date
C034,Flash Sale,Promotion,Email,2024-10-21,2024-10-29,100732,Customer_732,40,Female,Hyderabad,Telangana,India,New,Electronics,Laptop,27624,2575,1166,837,5186,9410.73,32539.31,23128.58,40.79,4.27,38.88,Mobile,Net Banking,Active,Negative,5,2024-10-29
C015,Flash Sale,Promotion,Facebook,2024-11-15,2024-12-09,100733,Customer_733,55,Male,Bengaluru,Karnataka,India,VIP,Beauty,Perfume,40228,7020,3784,2182,16514,7143.0,9465.78,2322.78,32.37,13.51,4.34,Mobile,UPI,Completed,Negative,1,2024-12-09
C050,New Launch,Sales,Instagram,2024-04-24,2024-05-12,100734,Customer_734,32,Female,Hyderabad,Telangana,India,VIP,Electronics,Phone,10992,309,275,62,359,5843.21,11872.1,6028.89,40.92,5.92,191.49,Desktop,Cash,Active,Positive,2,2024-05-12
C050,New Launch,Sales,LinkedIn,2025-05-05,2025-05-21,100735,Customer_735,60,Male,Bengaluru,Karnataka,India,Returning,Fashion,T-Shirt,25623,5015,1939,811,10940,5747.01,15361.78,9614.77,69.82,1.92,18.94,Tablet,Cash,Paused,Negative,2,2025-05-21
C021,Mega Deal,Awareness,Instagram,2025-07-01,2025-07-14,100736,Customer_736,29,Male,Mumbai,Delhi,India,VIP,Grocery,Oil,12583,604,477,99,1002,9952.38,27686.91,17734.53,55.12,10.3,279.67,Desktop,Net Banking,Active,Negative,4,2025-07-14
C014,Mega Deal,Promotion,LinkedIn,2024-01-03,2024-02-02,100737,Customer_737,58,Female,Pune,Maharashtra,India,VIP,Fashion,Shoes,9535,1401,785,246,3753,5489.57,12943.96,7454.39,20.38,1.18,52.62,Tablet,UPI,Paused,Positive,1,2024-02-02
C037,Mega Deal,Awareness,Facebook,2024-08-25,2024-09-01,100738,Customer_738,31,Male,Mumbai,Maharashtra,India,New,Beauty,Cream,40786,2792,2385,2043,8099,5710.29,6642.73,932.44,74.03,5.65,3.25,Mobile,Cash,Paused,Negative,3,2024-09-01
C005,Festive Offer,Promotion,LinkedIn,2025-04-29,2025-05-24,100739,Customer_739,42,Female,Hyderabad,Telangana,India,Returning,Beauty,Perfume,29863,620,67,39,1165,5184.29,6689.24,4156.73,28.69,10.08,171.52,Mobile,Cash,Completed,Positive,2,2025-05-24
C007,Summer Sale,Awareness,Google Ads,2024-06-05,2024-07-01,100740,Customer_740,41,Female,Bengaluru,Karnataka,India,Returning,Beauty,Cream,29292,395,17,9,983,1159.82,1491.5,331.68,53.78,12.79,165.72,Desktop,Card,Active,Neutral,3,2024-07-01
C018,Summer Sale,Promotion,Google Ads,2024-08-29,2024-09-14,100741,Customer_741,49,Male,Hyderabad,Telangana,India,VIP,Beauty,Perfume,9259,1744,230,151,2675,5494.79,12888.16,7393.37,73.29,12.41,85.35,Desktop,Net Banking,Active,Negative,4,2024-09-14
C014,New Launch,Awareness,Email,2024-12-09,2024-12-24,100742,Customer_742,48,Male,Bengaluru,Karnataka,India,Returning,Home,Mixer,37568,3678,3459,2644,8831,7942.19,17359.39,9417.2,25.01,13.7,6.57,Tablet,Net Banking,Active,Negative,5,2024-12-24
C028,New Launch,Sales,Email,2025-08-18,2025-09-14,100743,Customer_743,48,Female,Delhi,Delhi,India,New,Grocery,Rice,47539,5799,3661,3608,15032,6777.58,11156.26,4378.68,54.0,11.15,3.09,Desktop,Cash,Paused,Positive,2,2025-09-14
C026,Summer Sale,Promotion,Email,2025-05-21,2025-06-03,100744,Customer_744,34,Male,Hyderabad,Telangana,India,Returning,Grocery,Oil,33444,3102,1380,1323,9233,8728.37,11659.285,23785.72,30.7,14.16,24.58,Tablet,UPI,Completed,Negative,5,2025-06-03
C049,Festive Offer,Sales,Facebook,2025-01-24,2025-02-18,100745,Customer_745,46,Female,Delhi,Delhi,India,VIP,Grocery,Oil,17292,3064,1234,570,7189,1279.07,2083.52,804.45,42.21,7.56,3.66,Mobile,Cash,Active,Neutral,5,2025-02-18
C007,Mega Deal,Awareness,Email,2025-05-11,2025-06-07,100746,Customer_746,25,Female,Delhi,Delhi,India,VIP,Fashion,Shoes,3124,378,339,266,1133,8018.06,18907.14,10889.08,33.95,6.26,71.08,Desktop,Net Banking,Paused,Positive,3,2025-06-07
C004,Summer Sale,Promotion,LinkedIn,2024-01-30,2024-02-24,100747,Customer_747,30,Female,Mumbai,Maharashtra,India,New,Home,Chair,34905,2296,1813,834,5771,885.32,2168.73,1283.41,65.54,2.83,2.6,Tablet,Card,Paused,Negative,3,2024-02-24
C024,Flash Sale,Promotion,Email,2024-01-27,2024-02-04,100748,Customer_748,41,Male,Bengaluru,Karnataka,India,New,Home,Chair,25234,1648,549,246,2180,2735.14,3145.89,410.75,47.8,8.79,12.79,Tablet,Net Banking,Completed,Negative,3,2024-02-04
C001,Flash Sale,Promotion,Google Ads,2024-04-02,2024-04-17,100749,Customer_749,41,Female,Mumbai,Maharashtra,India,Returning,Home,Mixer,19157,776,475,326,1785,5184.29,5381.15,1149.84,56.67,9.61,16.51,Desktop,Card,Paused,Positive,2,2024-04-17
C031,Flash Sale,Awareness,LinkedIn,2024-03-08,2024-04-02,100750,Customer_750,38,Female,Hyderabad,Telangana,India,New,Beauty,Perfume,28371,2631,488,281,6434,6298.57,11659.285,10575.74,79.36,8.06,60.05,Mobile,Net Banking,Completed,Neutral,2,2024-04-02
C005,Mega Deal,Awareness,Email,2024-04-12,2024-05-10,100751,Customer_751,19,Male,Pune,Maharashtra,India,New,Electronics,Phone,21240,2413,2095,1054,6661,2093.1,5471.11,3378.01,52.07,4.02,5.19,Tablet,UPI,Paused,Negative,3,2024-05-10
C012,Flash Sale,Awareness,Facebook,2024-11-27,2024-12-10,100752,Customer_752,49,Male,Hyderabad,Telangana,India,VIP,Grocery,Oil,6022,143,43,26,199,6933.75,13650.41,6716.66,31.49,4.01,525.02,Desktop,UPI,Active,Neutral,5,2024-12-10
C002,New Launch,Awareness,Facebook,2024-02-05,2024-02-24,100753,Customer_753,30,Female,Bengaluru,Karnataka,India,New,Beauty,Cream,4010,112,75,52,126,9509.16,36094.95,26585.79,27.81,1.04,694.13,Tablet,UPI,Completed,Negative,4,2024-02-24
C047,Summer Sale,Promotion,LinkedIn,2024-01-27,2024-02-26,100754,Customer_754,19,Male,Hyderabad,Telangana,India,VIP,Beauty,Perfume,26093,3041,729,506,7376,5184.29,2740.35,1700.26,66.74,12.01,5.42,Desktop,UPI,Paused,Neutral,3,2024-02-26
C042,Festive Offer,Sales,Email,2024-03-10,2024-04-09,100755,Customer_755,50,Male,Mumbai,Maharashtra,India,New,Beauty,Cream,43720,3329,1182,624,8296,5518.0,19648.32,14130.32,55.18,9.14,31.49,Tablet,Card,Active,Neutral,5,2024-04-09
C030,Festive Offer,Promotion,Email,2025-07-02,2025-07-15,100756,Customer_756,35,Female,Delhi,Delhi,India,VIP,Fashion,Shoes,12132,1066,263,19,2762,5759.91,12515.06,6755.15,23.69,13.07,658.69,Desktop,Cash,Paused,Neutral,1,2025-07-15
C032,Flash Sale,Promotion,Email,2024-05-30,2024-06-26,100757,Customer_757,26,Female,Bengaluru,Karnataka,India,VIP,Home,Mixer,18974,2611,1974,319,3727,6342.37,7021.34,678.97,25.8,7.83,22.01,Mobile,Card,Active,Positive,5,2024-06-26
C009,Flash Sale,Awareness,Instagram,2025-02-22,2025-03-23,100758,Customer_758,41,Female,Bengaluru,Karnataka,India,Returning,Electronics,Phone,8445,1493,826,552,2837,1615.52,2377.71,762.19,61.57,6.0,4.31,Desktop,Cash,Completed,Negative,1,2025-03-23
C026,Summer Sale,Promotion,LinkedIn,2024-10-17,2024-11-11,100759,Customer_759,49,Male,Pune,Maharashtra,India,VIP,Electronics,Phone,28246,1708,1471,1424,3788,8752.06,32013.52,23261.46,54.74,11.55,22.48,Mobile,UPI,Active,Neutral,3,2024-11-11
C045,New Launch,Promotion,Instagram,2025-02-10,2025-03-04,100760,Customer_760,60,Male,Pune,Maharashtra,India,New,Electronics,Phone,1560,291,71,49,798,9664.64,37501.03,27836.39,55.95,7.02,765.33,Desktop,Net Banking,Completed,Positive,3,2025-03-04
C014,Summer Sale,Sales,Email,2025-05-20,2025-06-11,100761,Customer_761,24,Female,Mumbai,Maharashtra,India,VIP,Electronics,Phone,27512,5099,688,431,13150,4008.52,7904.53,3896.01,43.44,12.8,18.34,Tablet,Card,Completed,Positive,2,2025-06-11
C003,Summer Sale,Promotion,Facebook,2024-04-20,2024-05-11,100762,Customer_762,33,Male,Mumbai,Maharashtra,India,Returning,Beauty,Perfume,33156,4473,967,387,4943,1523.45,5608.74,4085.29,51.8,10.79,14.49,Mobile,Net Banking,Active,Positive,3,2024-05-11
C032,New Launch,Awareness,Email,2024-04-03,2024-04-18,100763,Customer_763,23,Male,Hyderabad,Telangana,India,New,Grocery,Rice,25558,4095,166,82,8106,698.15,2770.23,2072.08,59.27,11.25,33.78,Mobile,Net Banking,Completed,Neutral,5,2024-04-18
C023,Summer Sale,Sales,Email,2025-10-24,2025-11-03,100764,Customer_764,29,Female,Hyderabad,Telangana,India,VIP,Grocery,Rice,20021,2900,2662,423,7499,2031.34,4225.29,2193.95,57.38,1.11,9.99,Desktop,Cash,Completed,Negative,4,2025-11-03
C041,Mega Deal,Sales,Email,2024-11-29,2024-12-23,100765,Customer_765,29,Male,Mumbai,Maharashtra,India,VIP,Grocery,Rice,29981,372,217,35,881,7450.14,11659.285,4573.5,20.08,7.43,343.53,Desktop,UPI,Active,Negative,2,2024-12-23
C001,Flash Sale,Awareness,Facebook,2025-11-23,2025-12-07,100766,Customer_766,19,Female,Mumbai,Maharashtra,India,Returning,Fashion,T-Shirt,2139,215,133,127,227,6585.09,11659.285,3135.95,58.41,14.96,76.54,Mobile,UPI,Completed,Positive,3,2025-12-07
C046,Summer Sale,Promotion,LinkedIn,2024-04-14,2024-04-25,100767,Customer_767,55,Female,Hyderabad,Telangana,India,New,Electronics,Laptop,47869,8589,2591,242,9335,5568.5,20722.39,15153.89,21.36,6.12,85.63,Tablet,Card,Completed,Negative,3,2024-04-25
C013,New Launch,Awareness,Email,2024-08-27,2024-09-16,100768,Customer_768,38,Male,Hyderabad,Telangana,India,VIP,Grocery,Rice,25743,190,114,92,223,5894.59,16122.97,10228.38,33.73,9.5,175.25,Desktop,UPI,Active,Neutral,1,2024-09-16
C048,Summer Sale,Sales,Instagram,2024-07-25,2024-08-20,100769,Customer_769,26,Female,Mumbai,Maharashtra,India,Returning,Beauty,Perfume,2030,236,187,51,303,1263.19,4443.48,3180.29,72.15,3.24,87.13,Tablet,Cash,Paused,Negative,3,2024-08-20
C028,Flash Sale,Sales,LinkedIn,2025-03-25,2025-04-18,100770,Customer_770,47,Male,Delhi,Delhi,India,VIP,Electronics,Laptop,37407,6469,4277,1740,14887,9326.93,20293.44,10966.51,38.96,12.66,11.66,Mobile,Card,Completed,Negative,2,2025-04-18
C002,Flash Sale,Promotion,Email,2025-01-19,2025-02-04,100771,Customer_771,37,Male,Pune,Maharashtra,India,VIP,Electronics,Laptop,16159,2485,1339,836,5359,1188.48,2573.5,1385.02,37.08,9.24,3.08,Tablet,Cash,Paused,Negative,2,2025-02-04
C004,New Launch,Awareness,LinkedIn,2024-12-01,2024-12-28,100772,Customer_772,49,Female,Pune,Maharashtra,India,New,Fashion,Shoes,17487,1900,352,240,5548,1331.99,3549.62,2217.63,54.5,11.33,14.79,Mobile,Net Banking,Paused,Negative,3,2024-12-28
C047,Mega Deal,Awareness,Email,2025-10-12,2025-11-08,100773,Customer_773,28,Male,Pune,Maharashtra,India,VIP,Fashion,Shoes,24615,4096,1327,1175,7680,5184.29,9716.82,2333.47,61.33,8.48,8.27,Desktop,Card,Completed,Negative,5,2025-11-08
C042,Flash Sale,Awareness,Email,2025-07-11,2025-07-24,100774,Customer_774,52,Male,Mumbai,Maharashtra,India,Returning,Beauty,Perfume,6258,636,546,71,1443,8491.68,33564.97,25073.29,22.62,7.92,472.75,Desktop,Net Banking,Paused,Neutral,1,2025-07-24
C048,Mega Deal,Awareness,Instagram,2024-05-25,2024-06-19,100775,Customer_775,53,Female,Mumbai,Maharashtra,India,Returning,Grocery,Oil,47839,8754,7469,5563,11451,6859.25,26102.25,19243.0,78.69,2.76,4.69,Mobile,Card,Completed,Negative,4,2024-06-19
C043,Mega Deal,Awareness,LinkedIn,2025-07-06,2025-08-03,100776,Customer_776,49,Female,Mumbai,Maharashtra,India,New,Grocery,Oil,20563,1408,268,60,1568,4604.25,8924.96,4320.71,54.27,6.27,148.75,Tablet,Cash,Paused,Negative,3,2025-08-03
C038,New Launch,Awareness,Email,2025-02-02,2025-02-19,100777,Customer_777,44,Male,Bengaluru,Karnataka,India,VIP,Fashion,Shoes,41673,5161,1352,36,9821,5184.29,29124.7,21207.28,40.26,4.35,809.02,Mobile,Net Banking,Completed,Neutral,5,2025-02-19
C014,Mega Deal,Sales,Google Ads,2025-06-26,2025-07-09,100778,Customer_778,36,Female,Delhi,Delhi,India,Returning,Fashion,T-Shirt,47115,7556,4561,438,8600,819.64,1385.29,565.65,21.91,10.92,3.16,Tablet,Cash,Completed,Negative,1,2025-07-09
C003,Flash Sale,Awareness,Facebook,2024-04-19,2024-05-06,100779,Customer_779,42,Female,Mumbai,Telangana,India,VIP,Grocery,Rice,10187,387,303,281,1040,4155.99,13604.43,9448.44,36.7,4.57,48.41,Desktop,Cash,Paused,Negative,4,2024-05-06
C001,Flash Sale,Sales,Instagram,2025-03-11,2025-04-07,100780,Customer_780,21,Female,Bengaluru,Karnataka,India,Returning,Home,Mixer,24371,3889,2266,1787,9498,9103.18,10390.11,1286.93,52.9,5.83,5.81,Desktop,Card,Active,Positive,4,2025-04-07
C043,New Launch,Sales,Facebook,2024-01-10,2024-01-30,100781,Customer_781,42,Male,Mumbai,Maharashtra,India,New,Grocery,Rice,27297,834,795,349,904,909.32,1624.56,715.24,68.32,4.99,4.65,Tablet,Cash,Completed,Neutral,2,2024-01-30
C037,Flash Sale,Awareness,Email,2024-09-24,2024-10-13,100782,Customer_782,33,Male,Hyderabad,Telangana,India,Returning,Grocery,Oil,39882,2384,2370,1017,6308,3612.56,11529.17,7916.61,54.82,1.2,11.34,Desktop,Card,Completed,Neutral,1,2024-10-13
C037,Flash Sale,Awareness,Google Ads,2024-06-02,2024-06-27,100783,Customer_783,28,Male,Pune,Maharashtra,India,Returning,Home,Chair,42877,5099,3905,346,8620,2594.8,9922.43,7327.63,41.4,2.53,28.68,Desktop,UPI,Paused,Neutral,4,2024-06-27
C021,New Launch,Promotion,Google Ads,2024-05-01,2024-05-27,100784,Customer_784,58,Female,Hyderabad,Telangana,India,VIP,Beauty,Cream,1232,208,119,111,428,6683.04,25542.68,18859.64,26.14,4.66,230.11,Tablet,Net Banking,Paused,Neutral,2,2024-05-27
C031,New Launch,Sales,Google Ads,2025-05-05,2025-05-23,100785,Customer_785,39,Female,Mumbai,Maharashtra,India,Returning,Beauty,Cream,31473,2084,1717,1420,2949,1183.12,3041.06,1857.94,60.26,10.24,2.14,Mobile,Net Banking,Completed,Negative,1,2025-05-23
C016,Festive Offer,Sales,LinkedIn,2025-05-03,2025-05-17,100786,Customer_786,60,Male,Hyderabad,Telangana,India,New,Electronics,Laptop,28204,4292,2605,816,9350,1195.36,4664.58,3469.22,23.51,3.77,5.72,Desktop,UPI,Active,Negative,5,2025-05-17
C032,New Launch,Sales,LinkedIn,2024-05-08,2024-06-05,100787,Customer_787,59,Female,Bengaluru,Karnataka,India,Returning,Home,Mixer,37884,2470,20,16,3925,4078.55,5487.64,1409.09,64.0,10.97,342.98,Desktop,Net Banking,Completed,Negative,1,2024-06-05
C033,Festive Offer,Awareness,Email,2025-05-19,2025-05-28,100788,Customer_788,49,Male,Pune,Maharashtra,India,New,Electronics,Laptop,20263,2685,2017,828,6241,8264.39,15371.68,7107.29,70.08,7.01,18.56,Desktop,Net Banking,Active,Negative,2,2025-05-28
C031,Mega Deal,Sales,Email,2024-01-06,2024-01-22,100789,Customer_789,52,Female,Hyderabad,Telangana,India,New,Grocery,Oil,26800,2669,977,257,6092,6421.29,11659.285,17857.26,39.84,13.64,94.47,Tablet,Net Banking,Active,Neutral,2,2024-01-22
C050,New Launch,Sales,LinkedIn,2025-04-14,2025-05-02,100790,Customer_790,55,Female,Mumbai,Maharashtra,India,VIP,Beauty,Perfume,14146,2455,475,275,3773,6844.93,11033.7,4188.77,71.76,2.71,40.12,Tablet,UPI,Active,Neutral,3,2025-05-02
C037,Mega Deal,Promotion,Facebook,2025-11-12,2025-11-21,100791,Customer_791,60,Female,Pune,Maharashtra,India,VIP,Home,Mixer,4135,194,95,17,485,5184.29,27649.91,19002.68,60.91,2.8,1626.47,Desktop,UPI,Paused,Neutral,1,2025-11-21
C034,New Launch,Promotion,Email,2025-09-13,2025-09-24,100792,Customer_792,47,Female,Delhi,Delhi,India,VIP,Home,Chair,24778,66,39,27,76,8566.86,30403.89,21837.03,79.55,10.05,1126.07,Desktop,Cash,Active,Negative,3,2025-09-24
C040,New Launch,Promotion,Email,2025-03-23,2025-04-14,100793,Customer_793,22,Female,Mumbai,Delhi,India,VIP,Beauty,Perfume,10389,743,614,298,1802,8849.7,34257.59,25407.89,20.45,14.57,114.96,Tablet,Cash,Active,Negative,3,2025-04-14
C024,New Launch,Awareness,LinkedIn,2024-10-11,2024-11-05,100794,Customer_794,27,Female,Bengaluru,Karnataka,India,VIP,Fashion,T-Shirt,22096,2402,1613,515,5769,5184.29,22675.85,14351.26,50.33,5.11,44.03,Tablet,Net Banking,Paused,Neutral,5,2024-11-05
C040,New Launch,Promotion,Google Ads,2025-10-26,2025-11-18,100795,Customer_795,26,Female,Pune,Maharashtra,India,Returning,Beauty,Perfume,36799,2974,2433,713,4071,2817.93,4843.11,2025.18,73.47,9.62,6.79,Mobile,UPI,Active,Positive,5,2025-11-18
C007,Flash Sale,Promotion,Google Ads,2024-04-27,2024-05-25,100796,Customer_796,57,Male,Mumbai,Maharashtra,India,Returning,Fashion,T-Shirt,39071,3223,145,88,3278,1851.1,7100.11,5249.01,30.35,10.62,80.68,Mobile,UPI,Active,Negative,4,2024-05-25
C009,Summer Sale,Promotion,Google Ads,2024-09-16,2024-09-26,100797,Customer_797,25,Male,Mumbai,Maharashtra,India,VIP,Beauty,Perfume,33486,4740,3818,2651,10567,8074.78,23315.13,15240.35,64.88,1.77,8.79,Mobile,Net Banking,Active,Negative,5,2024-09-26
C034,Mega Deal,Sales,Email,2024-12-24,2025-01-18,100798,Customer_798,33,Male,Pune,Maharashtra,India,Returning,Beauty,Perfume,4376,732,120,103,795,6543.88,11560.38,5016.5,24.23,10.05,112.24,Desktop,Cash,Paused,Positive,2,2025-01-18
C009,Flash Sale,Awareness,Instagram,2024-05-29,2024-06-09,100799,Customer_799,31,Male,Mumbai,Telangana,India,Returning,Grocery,Oil,29306,212,155,12,405,6665.33,15473.99,8808.66,61.11,5.23,1289.5,Tablet,UPI,Paused,Negative,3,2024-06-09
C026,Summer Sale,Sales,Facebook,2025-11-09,2025-11-30,100800,Customer_800,22,Male,Mumbai,Maharashtra,India,New,Fashion,Shoes,13360,1419,272,87,3237,5184.29,14668.31,7425.14,24.57,6.96,168.6,Desktop,Cash,Completed,Positive,3,2025-11-30
C003,New Launch,Promotion,Instagram,2025-08-12,2025-08-28,100801,Customer_801,49,Male,Bengaluru,Karnataka,India,New,Grocery,Rice,18359,3350,767,261,8118,4941.69,14443.9,9502.21,22.82,3.38,55.34,Mobile,Cash,Active,Negative,5,2025-08-28
C019,Festive Offer,Awareness,Email,2025-09-02,2025-09-28,100802,Customer_802,37,Male,Pune,Maharashtra,India,VIP,Electronics,Laptop,39129,2023,292,176,2737,3007.35,4916.35,1909.0,75.93,11.04,27.93,Tablet,Cash,Completed,Positive,3,2025-09-28
C015,Festive Offer,Promotion,Instagram,2024-01-30,2024-02-13,100803,Customer_803,19,Male,Pune,Maharashtra,India,New,Electronics,Phone,42205,4702,2989,457,10906,3834.55,9092.2,5257.65,23.65,2.17,19.9,Desktop,Cash,Active,Negative,1,2024-02-13
C017,Flash Sale,Promotion,LinkedIn,2024-08-19,2024-09-11,100804,Customer_804,55,Female,Mumbai,Maharashtra,India,VIP,Beauty,Cream,8582,441,218,207,1030,4788.83,15741.02,10952.19,79.79,2.73,76.04,Tablet,UPI,Completed,Positive,4,2024-09-11
C016,Mega Deal,Sales,Google Ads,2024-03-23,2024-04-11,100805,Customer_805,59,Female,Mumbai,Telangana,India,VIP,Fashion,T-Shirt,16650,396,263,231,980,2992.81,8185.24,5192.43,39.6,14.61,35.43,Mobile,UPI,Paused,Neutral,5,2024-04-11
C010,Festive Offer,Sales,Google Ads,2024-12-10,2024-12-19,100806,Customer_806,21,Male,Hyderabad,Telangana,India,New,Grocery,Oil,32736,6517,78,33,18251,799.29,1707.93,908.64,20.19,10.43,51.76,Tablet,Cash,Paused,Negative,3,2024-12-19
C016,Mega Deal,Awareness,LinkedIn,2024-04-15,2024-04-27,100807,Customer_807,48,Female,Delhi,Delhi,India,Returning,Home,Chair,16644,3122,214,184,6400,6221.56,7078.67,857.11,72.48,14.01,38.47,Desktop,Cash,Active,Neutral,5,2024-04-27
C018,Flash Sale,Promotion,Email,2024-07-31,2024-08-07,100808,Customer_808,40,Female,Mumbai,Maharashtra,India,New,Beauty,Perfume,43570,3990,1253,1057,8637,7539.54,16318.42,8778.88,53.1,12.48,15.44,Tablet,Card,Completed,Positive,4,2024-08-07
C034,Flash Sale,Promotion,Facebook,2024-10-31,2024-11-18,100809,Customer_809,33,Female,Hyderabad,Telangana,India,New,Home,Mixer,36068,4172,1517,523,7529,9727.76,11659.285,7381.19,53.09,6.72,32.71,Desktop,Net Banking,Completed,Neutral,1,2024-11-18
C019,Flash Sale,Awareness,Facebook,2025-08-11,2025-08-22,100810,Customer_810,55,Male,Mumbai,Delhi,India,VIP,Home,Mixer,37297,5380,438,403,11275,1050.45,2975.84,1925.39,57.46,6.47,7.38,Mobile,UPI,Paused,Positive,1,2025-08-22
C049,Flash Sale,Promotion,Google Ads,2024-12-02,2024-12-15,100811,Customer_811,30,Female,Bengaluru,Karnataka,India,Returning,Home,Chair,43490,7646,3373,3046,13071,7276.03,18560.15,11284.12,73.08,7.01,6.09,Mobile,Net Banking,Paused,Neutral,4,2024-12-15
C011,Flash Sale,Sales,LinkedIn,2025-08-10,2025-08-28,100812,Customer_812,48,Male,Delhi,Delhi,India,Returning,Electronics,Laptop,7542,818,332,325,1190,4189.92,11906.63,7716.71,37.99,2.82,36.64,Mobile,Net Banking,Paused,Negative,4,2025-08-28
C036,New Launch,Awareness,Instagram,2024-02-29,2024-03-28,100813,Customer_813,42,Female,Pune,Maharashtra,India,New,Home,Chair,38587,590,282,172,1180,4655.18,17325.08,12669.9,31.1,9.3,100.73,Mobile,UPI,Active,Neutral,3,2024-03-28
C047,Flash Sale,Awareness,Google Ads,2025-07-09,2025-07-18,100814,Customer_814,46,Female,Delhi,Delhi,India,New,Fashion,T-Shirt,36945,5206,1674,307,11677,2335.5,2741.16,405.66,62.93,10.19,8.93,Tablet,Cash,Completed,Negative,3,2025-07-18
C004,Summer Sale,Sales,Facebook,2025-06-23,2025-07-11,100815,Customer_815,54,Female,Bengaluru,Karnataka,India,VIP,Home,Chair,42883,6003,1427,827,9670,8877.65,31598.04,22720.39,63.09,2.31,38.21,Tablet,UPI,Paused,Negative,3,2025-07-11
C036,Mega Deal,Awareness,Instagram,2024-11-26,2024-12-17,100816,Customer_816,45,Male,Mumbai,Telangana,India,VIP,Grocery,Oil,35738,5967,41,33,10023,4575.62,13190.75,8615.13,53.92,5.22,399.72,Mobile,Card,Paused,Positive,1,2024-12-17
C006,Mega Deal,Promotion,Google Ads,2025-06-26,2025-07-19,100817,Customer_817,36,Female,Delhi,Delhi,India,VIP,Grocery,Oil,10946,1525,567,265,4379,6715.97,23776.15,17060.18,54.72,14.09,89.72,Tablet,Card,Paused,Negative,2,2025-07-19
C036,Mega Deal,Sales,Facebook,2025-10-12,2025-10-30,100818,Customer_818,56,Male,Bengaluru,Karnataka,India,VIP,Beauty,Perfume,20636,533,186,177,789,6955.06,19496.98,12541.92,79.36,8.16,110.15,Desktop,Cash,Active,Neutral,1,2025-10-30
C046,Festive Offer,Promotion,Google Ads,2024-11-24,2024-12-02,100819,Customer_819,55,Male,Mumbai,Maharashtra,India,VIP,Home,Chair,4293,592,127,32,1608,5184.29,11282.09,8192.11,40.6,4.9,352.57,Tablet,UPI,Completed,Negative,1,2024-12-02
C050,Summer Sale,Sales,LinkedIn,2025-09-18,2025-10-09,100820,Customer_820,26,Male,Mumbai,Maharashtra,India,VIP,Fashion,Shoes,38943,6776,1668,1569,9051,1463.08,4827.92,3364.84,27.7,3.26,3.08,Tablet,Net Banking,Active,Negative,3,2025-10-09
C037,Mega Deal,Sales,Google Ads,2024-02-17,2024-02-27,100821,Customer_821,20,Female,Delhi,Delhi,India,Returning,Fashion,Shoes,32570,5221,4098,3207,9631,3478.61,11012.37,7533.76,35.55,12.01,3.43,Desktop,Card,Active,Positive,5,2024-02-27
C008,New Launch,Awareness,Facebook,2024-04-03,2024-04-19,100822,Customer_822,50,Male,Pune,Maharashtra,India,VIP,Electronics,Phone,42767,904,30,2,1924,3281.95,7765.0,4483.05,37.45,10.63,3882.5,Mobile,UPI,Completed,Neutral,2,2024-04-19
C015,Mega Deal,Promotion,Instagram,2024-03-16,2024-04-06,100823,Customer_823,52,Male,Hyderabad,Telangana,India,VIP,Fashion,Shoes,12472,473,414,231,480,5184.29,20585.68,11611.92,43.43,8.41,89.12,Mobile,Card,Paused,Negative,3,2024-04-06
C036,Festive Offer,Promotion,Google Ads,2024-06-12,2024-07-12,100824,Customer_824,50,Male,Hyderabad,Telangana,India,New,Fashion,Shoes,28852,4368,490,194,8605,3564.87,3993.3,428.43,64.17,9.18,20.58,Desktop,Cash,Active,Positive,2,2024-07-12
C004,Summer Sale,Promotion,LinkedIn,2024-05-21,2024-06-20,100825,Customer_825,37,Female,Mumbai,Maharashtra,India,VIP,Home,Mixer,6066,339,268,183,456,4977.61,10958.26,5980.65,34.08,8.25,59.88,Mobile,Net Banking,Active,Neutral,2,2024-06-20
C049,New Launch,Sales,Instagram,2025-05-20,2025-06-11,100826,Customer_826,58,Female,Mumbai,Karnataka,India,VIP,Fashion,T-Shirt,3328,454,110,108,1194,3752.92,10961.21,7208.29,60.36,1.32,101.49,Mobile,UPI,Active,Negative,4,2025-06-11
C001,New Launch,Promotion,LinkedIn,2024-03-12,2024-03-25,100827,Customer_827,18,Female,Mumbai,Maharashtra,India,New,Electronics,Phone,2040,252,58,13,363,6451.67,22865.34,16413.67,37.67,4.29,1758.87,Tablet,Cash,Completed,Negative,5,2024-03-25
C014,Mega Deal,Awareness,Instagram,2025-07-20,2025-08-10,100828,Customer_828,33,Male,Hyderabad,Telangana,India,VIP,Beauty,Perfume,34081,3929,1042,675,6991,7859.57,22206.62,14347.05,44.53,11.6,32.9,Mobile,Card,Completed,Neutral,2,2025-08-10
C009,Summer Sale,Promotion,Google Ads,2025-06-18,2025-07-12,100829,Customer_829,38,Male,Delhi,Delhi,India,Returning,Beauty,Perfume,14475,60,19,1,72,6845.36,11516.66,4671.3,41.53,14.14,11516.66,Tablet,UPI,Paused,Negative,5,2025-07-12
